Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
3212,ORIVAR,Origanum vulgare 'Variegatum',Variegated Oregano,,Herb,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,Under 0.5m,Pink,Light green and silver,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3213,OROAQU,Orontium aquaticum,Golden Rod,,Aquatic,2500mm or more,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Tolerant of poor drainage,Low,Semi-deciduous,Under 0.5m,Under 0.5m,White and yellow,Grey-green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3214,OROIND,Oroxylon indicum,Midnight Terror,,"Tree,Vegetable",1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Low,Semi-deciduous,8 to 15m,5 to 10m,Yellow,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3215,ORTGUR,Orthophytum gurkenii,Snakeskin (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,Under 0.5m,white,Bronze and silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,The thick leaves are chocolate-brown with broken silver-white zig-zag banding. It produces a very tall green inflorescence with burr-like floral bracts and small plantlets. Pups are also produces from the base of the plant like a typical bromeliad. ,,,,,Active
3216,ORTMUL,Orthrosanthus multiflorus,Native Lily,,Perennial,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,0.5 to 1m,0.5 to 1m,blue,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3217,ORTARI,Orthosiphon aristatus,Purple Cat's Whiskers,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/3217_ortari_orthosiphon_aristatus.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3218,ORTALB,Orthosiphon aristatus 'Albus',White Cat's Whiskers,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,1 to 2m,1 to 2m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/3218_orthosiphon_aristatus_albus.jpg,Paul Plant,,,,,,,,Active
3219,OSBAUS,Osbeckia australiana,Osbeckia,,Shrub,1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Osbeckia+australiana%25,National Herbarium,,,,,,,,Active
3220,OSBKEW,Osbeckia kewensis,Osbeckia,,Shrub,1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3221,OSMHET,Osmanthus heterophyllus,Osmanthus,,Shrub,1400 to 2000mm,Temperate,"Sun,Semi-shade",Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Cream,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3222,OSMLIN,Osmoxylon lineare,Jade Osmoxylon,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,,Low,Evergreen,1 to 2m,0.5 to 1m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3222_osmoxylon_lineare.jpg,Paul Plant,,,,,,,,Active
3223,OSMGOL,Osmoxylon lineare 'Golden Jade',Golden Osmoxylon,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,,Low,Evergreen,1 to 2m,0.5 to 1m,Insignificant,Dark green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3223_osmoxylon_lineare_golden_jade.jpg,Paul Plant,,,,,,,,Active
3224,OSMMIA,Osmoxylon lineare 'Miagos',Thai Lace,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,,Low,Evergreen,1 to 2m,0.5 to 1m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3224_osmoxylon_lineare_miagos.jpg,Paul Plant,,,,,,,,Active
3225,OSTECK,Osteospermum ecklonis,Veld Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,White and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,Yes,images/3225_osteck_osteospermum_ecklonis.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3226,OSTYEL,Osteospermum ecklonis 'Yellow Queen',Yellow Veld Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,Yellow and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3227,OSTPRO,Osteospermum fruticosum 'Prostrate Purple',Prostrate Purple Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,Purple and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3228,OSTFRU,Osteospermum fruticosum,Dimorphotheca Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,White and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3228_ostfur_osteospermum_fruticosum.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3229,OSTSTA,Osteospermum fruticosum 'Starry Eyes',Starry Eyed Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,White and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3230,OSTFRU,Osteospermum fruticosum 'Whirlygig',Whirlygig Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,Under 0.5m,0.5 to 1m,White and black,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3231,OTACAE,Otacanthus caeruleus,Little Boy Blue,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,0.5 to 1m,0.5 to 1m,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3231_otacanthus_caerulens.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3232,OTACBF,Otacanthus caeruleus 'Carribean Blue Dwarf',Dwarf Little Boy Blue,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,Under 0.5m,0.5 to 1m,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3232_otacanthus_caeruleus_carribean_blue_dwarf.jpg,Paul Plant,,,,,,,,Active
3233,OTAAZT,Otatea acuminata aztecorum,Mexican Weeping Bamboo,,Bamboo,600 to 900mm,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Light green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3234,OTTOVA,Ottelia ovalifolia,Swamp Lilies,,Aquatic,aquatic environment,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,Under 0.5m,0.5 to 1m,White,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/3234_ottova.jpg,Glenn Leiper,,,,,,,,Active
3235,OWECEP,Owenia cepiodora,Onion Cedar,,Medium Tree,1400 to 2000mm,"Humid Subtropical,Temperate",Sun,Loam,,Low,Evergreen,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/3235_owenia_cepiodora.jpg,Glenn Leiper,,,"Protected plant. See ""About the Waterwise Plant Selector""",,,,,Active
3236,OXAALB,Oxalis purpurea 'Alba',White Shamrock,,Bulb,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Low,Semi-deciduous,Under 0.5m,Under 0.5m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3237,OXAREG,Oxalis triangularis,Purple Shamrock,Oxalis regnellii,Bulb,1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Purple,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3237_oxalis_regnellii.jpg,Paul Plant,,,,,,,,Active
3238,OXATUB,Oxalis tuberosa,"Oca, New Zealand Yam",,Vegetable,1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,,Medium,Semi-deciduous,Under 0.5m,0.5 to 1m,yellow,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3238_oxalis_tuberosa.jpg,Arno King,,,,,,,,Active
3239,OZODIO,Ozothamnus diosmifolius,Sago Flower,,Shrub,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Semi-deciduous,1 to 2m,0.5 to 1m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,Yes,Unknown,Unknown,Yes,images/3239_ozodio_ozothamnus_diosmifolius.jpg,Sheldon Navie,,,,,,,,Active
3240,PACAQU,Pachira aquatica,Swamp Chestnut Tree,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Tolerant of poor drainage,Low,Semi-deciduous,8 to 15m,5 to 10m,Pink,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3241,PACBAR,Pachypodium baronii,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,Red,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3242,PACGEA,Pachypodium geayi,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,White and yellow,Grey-green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3243,PACLEM,Pachypodium lamerei,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,2 to 5m,1 to 2m,White and yellow,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3243_pachypodium_lamerei.jpg,Department of Environment and Resource Management,,,,,,,,Active
3244,PACRAM,Pachypodium lamerei var. ramosum,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,White,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3245,PACLEA,Pachypodium lealii,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,0.5 to 1m,0.5 to 1m,White,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3246,PACSAU,Pachypodium lealii var. saundersii,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,0.5 to 1m,0.5 to 1m,Pink and white,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3247,PACROS,Pachypodium rosulatum,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,Yellow,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3248,PACRUT,Pachypodium rutenbergianum,Pachypodium,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,White and yellow,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3249,PACERO,Pachyrhizus erosus,Jicama,,Vegetable,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High organic matter,High,Semi-deciduous,2 to 5m,1 to 2m,Pink,Light green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3249_pachyrhizusz_erosus.jpg,Arno King,,,,,,,,Active
3250,PACCOC,Pachystachys coccinea,Cardinal's Guard,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3250_pachystachys_coccinea.jpg,Paul Plant,,,,,,,,Active
3251,PACLUT,Pachystachys lutea,Golden Candles,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Yellow and white,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3251_pachystachys_lutea.jpg,Paul Plant,,,,,,,,Active
3252,PAESCA,Paesia scaberula,Ring Fern,,Fern,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Shade,Semi-shade",Loam,High organic matter,Low,Evergreen,0.5 to 1m,0.5 to 1m,None,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
3253,PALELI,Palisota elisabethae,Palisota,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,0.5 to 1m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3254,PANAMA,Pandanus amaryllifolius,Thai Cooking Pandan,,Herb,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Dark green,Unknown,Yes,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3254_pandanus_amaryllifolius.jpg,Paul Plant,,,,,,,,Active
3255,PANAQU,Pandanus aquaticus,Swamp Screw Pine Palm,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Tolerant of poor drainage,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Pandanus+aquaticus%25,National Herbarium,,,,,,,,Active
3256,PANCON,Pandanus conicus,Cape Screwpine Palm,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3257,PANDUB,Pandanus dubius,Giant Screwpine Palm,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3258,PANMON,Pandanus monticola,Rainforest Screwpine Palm,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Pandanus+monticola%25,National Herbarium,,,,,,,,Active
3259,PANPYG,Pandanus toei 'Variegatus',Dwarf Gold Pandanus,Pandanus pygmaeus 'Variegatus',Groundcover,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,0.5 to 1m,1 to 2m,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3259_pandanus_pygmaeus_variegatus.jpg,Paul Plant,,,,,,,,Active
3260,PANSPI,Pandanus spiralis,Spiral Screw Pine Palm,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Tolerant of poor drainage,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Pandanus+spiralis%25,National Herbarium,,,,,,,,Active
3261,PANTEC,Pandanus tectorius,Beach Screw Pine,Pandanus pedunculatus,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Grey-green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/3261_pantec_pandanus_tectorius.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3262,PANBAP,Pandanus tectorius 'Baptisii',Striped Screw Pine,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Grey-green and yellow,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3262_pandanus_tectorius_baptisii.jpg,Paul Plant,,,,,,,,Active
3263,PANROH,Pandanus tectorius 'Rohersii',Beach Screw Pine,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Mid green and silver,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3264,PANVEI,Pandanus tectorius 'Veitchii',Beach Screw Pine,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Mid green and yellow,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3265,PANJAS,Pandorea jasminoides,Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,images/3265_panjas_pandorea_jasminoides.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3266,PANALB,Pandorea jasminoides 'Alba',White Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,White,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,No,,,,,,,,,,Active
3267,PANCHA,Pandorea jasminoides 'Charisma',Variegated Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,images/3267_pandorea_jasminoides_charisma.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3268,PANLAD,Pandorea jasminoides 'Lady Di',White Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,http://www.anbg.gov.au/photo/apii/name/Pandorea+jasminoides+'Lady+Di'%25,National Herbarium,,,,,,,,Active
3269,PANROS,Pandorea jasminoides 'Rosea',Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,images/3269_pandorea_jasminoides_rosea.jpg,Paul Plant,,,,,,,,Active
3270,PANWEN,Pandorea jasminoides 'Wendy',Variegated Trumpet Creeper,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,No,,,,,,,,,,Active
3271,PANPAN,Pandorea pandorana,Wonga Wonga Vine,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,5 to 8m,3 to 5m,White,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,images/3271_panpan_pandorea_pandorana.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3272,PANGOL,Pandorea pandorana 'Golden Showers',Golden Wonga Wonga Vine,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,5 to 8m,3 to 5m,Yellow,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,Yes,http://www.anbg.gov.au/photo/apii/name/Pandorea+pandorana+'Golden+Showers'%25,National Herbarium,,,,,,,,Active
3273,PANSNO,Pandorea pandorana 'Snowbells',White Wonga Wonga Vine,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,5 to 8m,3 to 5m,White,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Yes,Light,Unknown,Yes,Yes,,No,,,,,,,,,,Active
3274,PARPRU,Pararchidendron pruinosum,Snow Wood,,Medium Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Low,Evergreen,8 to 15m,5 to 10m,Cream,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Pararchidendron+pruinosum%25,National Herbarium,,Glenn Leiper (Mimosaceae papru003),,,,,,Active
3275,ARIMER,Aristolochia meridionalis,Cressida Pipeflower,Aristolochia sp. 'D'Aguilar Range',Climber,900 to 1400mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Medium,Semi-deciduous,2 to 5m,2 to 3m,Maroon,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Yes,,No,,,,,,,,,,Active
3276,PARPRA,Pararistolochia praevenosa,Birdwing Butterfly Vine,,Climber,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,Maroon,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Yes,,Yes,images/3276_parpra.jpg,Department of Environment and Resource Management,Glenn Leiper,,"Protected plant. See ""About the Waterwise Plant Selector""",,,,,Active
